order,id,date,time,title,url,visitCount,typedCount,transition
28,165826,5/6/2024,20:10:00,aistudio_gemini_prompt_chat_b64.ipynb - Colab,https://colab.research.google.com/github/google/generative-ai-docs/blob/main/templates/aistudio_gemini_prompt_chat_b64.ipynb#templateParams=%7B%22model%22%3A%22gemini-1.5-pro-latest%22%2C%22contents_b64%22%3A%22W3sicm9sZSI6InVzZXIiLCJwYXJ0cyI6Ik1lIGRlc2NyZXZlIGVtIGZvcm1hIGRlIHBvZW1hIHBhcmEgdW1hIGNyaWFuw6dhIGRlIDEwIGFub3MgbyBxdWUgw6kgZXNzYSBpbWFnZW0ifSx7InJvbGUiOiJtb2RlbCIsInBhcnRzIjoiVW0gcGFwZWwgY29tIGxldHJhcyBtacO6ZGFzLFxuQ29udGEgYSBoaXN0w7NyaWEgZGUgdW0gZGlhLFxuTmEgbG9qYSBkYSBTdWVsaSwgcGFwZWxhcmlhLFxuT25kZSBhbGd1w6ltIGZvaSBjb21wcmFyLlxuXG5GaW9zIGRlIG55bG9uLCBwcmVuZGVkb3JlcyxcblBvdWNhcyBjb2lzYXMsIG1hcyBjb20gdmFsb3IsXG5RdWluemUgcmVhaXMgZm9pIG8gdG90YWwsXG5QYWdvIGNvbSBjYXJ0w6NvLCBzZW0gdGVtb3IuXG5cbkFnb3N0bywgbyBtw6pzLCBkaWEgZG96ZSxcblF1YXNlIMOgcyBxdWF0cm8gZGEgdGFyZGUsXG5CcmFzw61saWEsIGEgY2lkYWRlLFxuQSBjb21wcmEgZm9pIHJlZ2lzdHJhZGEuXG5cbkNvbSBuw7ptZXJvcyBlIGxldHJhcyxcbk8gcGFwZWwgbm9zIGRpeixcblF1ZSBjYWRhIGNvbXByYSB0ZW0gaGlzdMOzcmlhLFxuRSBlc3NhIMOpIGEgaGlzdMOzcmlhIGRlIHVtIHF1aXohIn0seyJyb2xlIjoidXNlciIsInBhcnRzIjoiYWdvcmEgbWUgZmFsZSBkbyBxdWUgc2UgdHJhdGEgZXNzYSBpbWFnZW0ifSx7InJvbGUiOiJtb2RlbCIsInBhcnRzIjoiRXN0YSBpbWFnZW0gw6kgdW0gcmVjaWJvIGRlIGNvbXByYSBkZSB1bWEgcGFwZWxhcmlhIGNoYW1hZGEgQmFzaWNzIFBhcGVsYXJpYSwgbG9jYWxpemFkYSBlbSBCcmFzw61saWEsIERGLiBPIHJlY2libyBtb3N0cmEgcXVlIGFsZ3XDqW0gY29tcHJvdTpcblxuKiAqKjEwIHVuaWRhZGVzIGRlIGZpbyBkZSBueWxvbioqXG4qICoqMSB1bmlkYWRlIGRlIGNsaXBzIGdhbHZhbml6YWRvcyoqXG5cbk8gdmFsb3IgdG90YWwgZGEgY29tcHJhIGZvaSBkZSBSXFwkMTUsNTAgZSBmb2kgcGFnbyBjb20gY2FydMOjbyBkZSBjcsOpZGl0by4gTyByZWNpYm8gdGFtYsOpbSBtb3N0cmEgYSBkYXRhIGUgaG9yYSBkYSBjb21wcmEsIG8gbsO6bWVybyBkbyBjYWl4YSBlIG8gcHJvdG9jb2xvIGRlIGF1dG9yaXphw6fDo28uIn1d%22%2C%22generation_config_b64%22%3A%22eyJ0ZW1wZXJhdHVyZSI6MSwidG9wX3AiOjAuOTUsInRvcF9rIjowLCJtYXhfb3V0cHV0X3Rva2VucyI6ODE5Miwic3RvcF9zZXF1ZW5jZXMiOltdfQ%3D%3D%22%2C%22safety_settings_b64%22%3A%22W3siY2F0ZWdvcnkiOiJIQVJNX0NBVEVHT1JZX0hBUkFTU01FTlQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfSEFURV9TUEVFQ0giLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfU0VYVUFMTFlfRVhQTElDSVQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfREFOR0VST1VTX0NPTlRFTlQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn1d%22%2C%22user_input_b64%22%3A%22%22%7D&sandboxMode=true&scrollTo=LaLCwNlkCyQd,1,0,link
29,165825,5/6/2024,20:09:10,aistudio_gemini_prompt_chat_b64.ipynb - Colab,https://colab.research.google.com/github/google/generative-ai-docs/blob/main/templates/aistudio_gemini_prompt_chat_b64.ipynb#templateParams=%7B%22model%22%3A%22gemini-1.5-pro-latest%22%2C%22contents_b64%22%3A%22W3sicm9sZSI6InVzZXIiLCJwYXJ0cyI6Ik1lIGRlc2NyZXZlIGVtIGZvcm1hIGRlIHBvZW1hIHBhcmEgdW1hIGNyaWFuw6dhIGRlIDEwIGFub3MgbyBxdWUgw6kgZXNzYSBpbWFnZW0ifSx7InJvbGUiOiJtb2RlbCIsInBhcnRzIjoiVW0gcGFwZWwgY29tIGxldHJhcyBtacO6ZGFzLFxuQ29udGEgYSBoaXN0w7NyaWEgZGUgdW0gZGlhLFxuTmEgbG9qYSBkYSBTdWVsaSwgcGFwZWxhcmlhLFxuT25kZSBhbGd1w6ltIGZvaSBjb21wcmFyLlxuXG5GaW9zIGRlIG55bG9uLCBwcmVuZGVkb3JlcyxcblBvdWNhcyBjb2lzYXMsIG1hcyBjb20gdmFsb3IsXG5RdWluemUgcmVhaXMgZm9pIG8gdG90YWwsXG5QYWdvIGNvbSBjYXJ0w6NvLCBzZW0gdGVtb3IuXG5cbkFnb3N0bywgbyBtw6pzLCBkaWEgZG96ZSxcblF1YXNlIMOgcyBxdWF0cm8gZGEgdGFyZGUsXG5CcmFzw61saWEsIGEgY2lkYWRlLFxuQSBjb21wcmEgZm9pIHJlZ2lzdHJhZGEuXG5cbkNvbSBuw7ptZXJvcyBlIGxldHJhcyxcbk8gcGFwZWwgbm9zIGRpeixcblF1ZSBjYWRhIGNvbXByYSB0ZW0gaGlzdMOzcmlhLFxuRSBlc3NhIMOpIGEgaGlzdMOzcmlhIGRlIHVtIHF1aXohIn0seyJyb2xlIjoidXNlciIsInBhcnRzIjoiYWdvcmEgbWUgZmFsZSBkbyBxdWUgc2UgdHJhdGEgZXNzYSBpbWFnZW0ifSx7InJvbGUiOiJtb2RlbCIsInBhcnRzIjoiRXN0YSBpbWFnZW0gw6kgdW0gcmVjaWJvIGRlIGNvbXByYSBkZSB1bWEgcGFwZWxhcmlhIGNoYW1hZGEgQmFzaWNzIFBhcGVsYXJpYSwgbG9jYWxpemFkYSBlbSBCcmFzw61saWEsIERGLiBPIHJlY2libyBtb3N0cmEgcXVlIGFsZ3XDqW0gY29tcHJvdTpcblxuKiAqKjEwIHVuaWRhZGVzIGRlIGZpbyBkZSBueWxvbioqXG4qICoqMSB1bmlkYWRlIGRlIGNsaXBzIGdhbHZhbml6YWRvcyoqXG5cbk8gdmFsb3IgdG90YWwgZGEgY29tcHJhIGZvaSBkZSBSXFwkMTUsNTAgZSBmb2kgcGFnbyBjb20gY2FydMOjbyBkZSBjcsOpZGl0by4gTyByZWNpYm8gdGFtYsOpbSBtb3N0cmEgYSBkYXRhIGUgaG9yYSBkYSBjb21wcmEsIG8gbsO6bWVybyBkbyBjYWl4YSBlIG8gcHJvdG9jb2xvIGRlIGF1dG9yaXphw6fDo28uIn1d%22%2C%22generation_config_b64%22%3A%22eyJ0ZW1wZXJhdHVyZSI6MSwidG9wX3AiOjAuOTUsInRvcF9rIjowLCJtYXhfb3V0cHV0X3Rva2VucyI6ODE5Miwic3RvcF9zZXF1ZW5jZXMiOltdfQ%3D%3D%22%2C%22safety_settings_b64%22%3A%22W3siY2F0ZWdvcnkiOiJIQVJNX0NBVEVHT1JZX0hBUkFTU01FTlQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfSEFURV9TUEVFQ0giLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfU0VYVUFMTFlfRVhQTElDSVQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfREFOR0VST1VTX0NPTlRFTlQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn1d%22%2C%22user_input_b64%22%3A%22%22%7D&sandboxMode=true,1,0,link
30,165824,5/6/2024,20:09:09,Google Colab,https://colab.research.google.com/github/google/generative-ai-docs/blob/main/templates/aistudio_gemini_prompt_chat_b64.ipynb#templateParams=%7B%22model%22%3A%22gemini-1.5-pro-latest%22%2C%22contents_b64%22%3A%22W3sicm9sZSI6InVzZXIiLCJwYXJ0cyI6Ik1lIGRlc2NyZXZlIGVtIGZvcm1hIGRlIHBvZW1hIHBhcmEgdW1hIGNyaWFuw6dhIGRlIDEwIGFub3MgbyBxdWUgw6kgZXNzYSBpbWFnZW0ifSx7InJvbGUiOiJtb2RlbCIsInBhcnRzIjoiVW0gcGFwZWwgY29tIGxldHJhcyBtacO6ZGFzLFxuQ29udGEgYSBoaXN0w7NyaWEgZGUgdW0gZGlhLFxuTmEgbG9qYSBkYSBTdWVsaSwgcGFwZWxhcmlhLFxuT25kZSBhbGd1w6ltIGZvaSBjb21wcmFyLlxuXG5GaW9zIGRlIG55bG9uLCBwcmVuZGVkb3JlcyxcblBvdWNhcyBjb2lzYXMsIG1hcyBjb20gdmFsb3IsXG5RdWluemUgcmVhaXMgZm9pIG8gdG90YWwsXG5QYWdvIGNvbSBjYXJ0w6NvLCBzZW0gdGVtb3IuXG5cbkFnb3N0bywgbyBtw6pzLCBkaWEgZG96ZSxcblF1YXNlIMOgcyBxdWF0cm8gZGEgdGFyZGUsXG5CcmFzw61saWEsIGEgY2lkYWRlLFxuQSBjb21wcmEgZm9pIHJlZ2lzdHJhZGEuXG5cbkNvbSBuw7ptZXJvcyBlIGxldHJhcyxcbk8gcGFwZWwgbm9zIGRpeixcblF1ZSBjYWRhIGNvbXByYSB0ZW0gaGlzdMOzcmlhLFxuRSBlc3NhIMOpIGEgaGlzdMOzcmlhIGRlIHVtIHF1aXohIn0seyJyb2xlIjoidXNlciIsInBhcnRzIjoiYWdvcmEgbWUgZmFsZSBkbyBxdWUgc2UgdHJhdGEgZXNzYSBpbWFnZW0ifSx7InJvbGUiOiJtb2RlbCIsInBhcnRzIjoiRXN0YSBpbWFnZW0gw6kgdW0gcmVjaWJvIGRlIGNvbXByYSBkZSB1bWEgcGFwZWxhcmlhIGNoYW1hZGEgQmFzaWNzIFBhcGVsYXJpYSwgbG9jYWxpemFkYSBlbSBCcmFzw61saWEsIERGLiBPIHJlY2libyBtb3N0cmEgcXVlIGFsZ3XDqW0gY29tcHJvdTpcblxuKiAqKjEwIHVuaWRhZGVzIGRlIGZpbyBkZSBueWxvbioqXG4qICoqMSB1bmlkYWRlIGRlIGNsaXBzIGdhbHZhbml6YWRvcyoqXG5cbk8gdmFsb3IgdG90YWwgZGEgY29tcHJhIGZvaSBkZSBSXFwkMTUsNTAgZSBmb2kgcGFnbyBjb20gY2FydMOjbyBkZSBjcsOpZGl0by4gTyByZWNpYm8gdGFtYsOpbSBtb3N0cmEgYSBkYXRhIGUgaG9yYSBkYSBjb21wcmEsIG8gbsO6bWVybyBkbyBjYWl4YSBlIG8gcHJvdG9jb2xvIGRlIGF1dG9yaXphw6fDo28uIn1d%22%2C%22generation_config_b64%22%3A%22eyJ0ZW1wZXJhdHVyZSI6MSwidG9wX3AiOjAuOTUsInRvcF9rIjowLCJtYXhfb3V0cHV0X3Rva2VucyI6ODE5Miwic3RvcF9zZXF1ZW5jZXMiOltdfQ%3D%3D%22%2C%22safety_settings_b64%22%3A%22W3siY2F0ZWdvcnkiOiJIQVJNX0NBVEVHT1JZX0hBUkFTU01FTlQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfSEFURV9TUEVFQ0giLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfU0VYVUFMTFlfRVhQTElDSVQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn0seyJjYXRlZ29yeSI6IkhBUk1fQ0FURUdPUllfREFOR0VST1VTX0NPTlRFTlQiLCJ0aHJlc2hvbGQiOiJCTE9DS19NRURJVU1fQU5EX0FCT1ZFIn1d%22%2C%22user_input_b64%22%3A%22%22%7D,1,0,link
31,165823,5/6/2024,20:08:38,Pesquisa de Imagem | Google AI Studio,https://aistudio.google.com/app/prompts/1V07d-2aZIVMR1YMUuyV60LcBRrKOtKtT,1,0,link
32,165822,5/6/2024,20:00:44,O que é o Google Gemini e o que esse modelo de IA é capaz de fazer — com exemplo prático | Alura,https://www.alura.com.br/artigos/google-gemini?_gl=1*hkc1kz*_ga*MTM4MDUxODY4MS4xNzEyNTM3ODQy*_ga_1EPWSW3PCS*MTcxNTAzNTA3MC4xMS4xLjE3MTUwMzUxNjQuMC4wLjA.*_fplc*cWZoQzFhJTJCOFlwN0x2b0Q2Wk9mcTM2d1hEUm5mU3U2TWUxNUYlMkJkOGdFYVIxQ3g0SkRyR1hVUnRUVDNkOEdsd0pJV2RBcEpyeXU4bTFkTXQlMkZXaTglMkJ1WVlJVml1Rm9UVE8lMkZUUDRWeE55cXdvVEFxTGlHSlI3WE9nU0ZiTEpVZyUzRCUzRA..,1,0,link
33,165821,5/6/2024,19:56:06,Editing Gemini/README.md at main · MarogobaCTD/Gemini,https://github.com/MarogobaCTD/Gemini/edit/main/README.md,3,0,link
34,165821,5/6/2024,19:56:04,Editing Gemini/README.md at main · MarogobaCTD/Gemini,https://github.com/MarogobaCTD/Gemini/edit/main/README.md,3,0,link
35,165819,5/6/2024,19:56:02,MarogobaCTD/Gemini: Atividades desenvolvidas no Gemini participando da Imersão Alura,https://github.com/MarogobaCTD/Gemini,3,0,link
36,165820,5/6/2024,19:55:32,Google Gemini e Imersão Inteligência Artificial - Hipsters Ponto Tech #407 - Hipsters Ponto TechHipsters Ponto Tech,https://www.hipsters.tech/google-gemini-e-imersao-inteligencia-artificial-hipsters-ponto-tech-407/,1,0,link
37,138948,5/6/2024,19:44:27,Análise de Inscrição e Renovação |,http://www.fac.df.gov.br/analise-de-inscricao-e-renovacao/,44,1,link
38,164096,5/6/2024,19:44:22,,http://www.fac.df.gov.br/ceac/,4,0,link
39,129134,5/6/2024,19:44:14,fac.df.gov.br,http://www.fac.df.gov.br/,65,42,typed
40,165819,5/6/2024,19:41:46,MarogobaCTD/Gemini: Atividades desenvolvidas no Gemini participando da Imersão Alura,https://github.com/MarogobaCTD/Gemini,3,0,link
41,165819,5/6/2024,19:41:46,MarogobaCTD/Gemini: Atividades desenvolvidas no Gemini participando da Imersão Alura,https://github.com/MarogobaCTD/Gemini,3,0,link
42,160032,5/6/2024,19:41:46,New repository,https://github.com/new,10,0,link
43,160032,5/6/2024,19:40:17,New repository,https://github.com/new,10,0,link
44,160032,5/6/2024,19:40:16,New repository,https://github.com/new,10,0,link
45,160032,5/6/2024,19:40:16,New repository,https://github.com/new,10,0,link
46,160032,5/6/2024,19:40:16,New repository,https://github.com/new,10,0,link
47,147351,5/6/2024,19:39:54,GitHub,https://github.com/,48,2,link
48,147351,5/6/2024,19:39:54,GitHub,https://github.com/,48,2,link
49,147351,5/6/2024,19:39:53,GitHub,https://github.com/,48,2,link
50,147351,5/6/2024,19:39:53,GitHub,https://github.com/,48,2,link
51,165816,5/6/2024,19:39:24,Imersões | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersoes/aulas/aula-1-mergulhando-no-gemini-a-ia-do-google-c128,2,0,link
52,165767,5/6/2024,19:37:49,Imersão Inteligência Artificial 2ª Edição | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersao?utm_source=devzapp&utm_medium=whatsapp&utm_content=aula-01&utm_campaign=imersao-ia-google,4,1,auto_toplevel
53,165771,5/6/2024,17:14:34,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/Imers-o-IA-Guia-de-Mergulho-41ae5fadd8fd47899167a115e96244d9,6,0,reload
54,165818,5/6/2024,17:14:18,"TIM Ultrafibra – Internet fibra a partir de R$98,50",https://www.internetdatim.com.br/checkout/cep/?s=d300a&a=controle&utm_source=crm&utm_medium=smartmessage&utm_campaign=06.05_ctrl-ftth-todoscore_oferta_300mb&utm_content=oferta-degustacao-500mb,1,0,link
55,165027,5/6/2024,17:08:15,Hiit - Método 40+,https://40mais.cademi.com.br/area/produto/item/1980209,2,0,link
56,160662,5/6/2024,17:08:08,Protocolo 40TÃO SEM BARRIGA 2.0 - Método 40+,https://40mais.cademi.com.br/area/produto/listagem/147721?row=3&column=4&img=instancia_1535%2Fimage%2F9y8Exo8azze4rcRfCLZtkwKE82edr7farB5hZi1B.png,14,0,link
57,127145,5/6/2024,17:07:59,Home - Método 40+,https://40mais.cademi.com.br/area/vitrine,63,0,form_submit
58,127980,5/6/2024,17:07:46,Login - Método 40+,https://40mais.cademi.com.br/auth/login,7,0,form_submit
59,127145,5/6/2024,17:07:28,Home - Método 40+,https://40mais.cademi.com.br/area/vitrine,63,0,auto_bookmark
60,146259,5/6/2024,17:07:28,Login - Método 40+,https://40mais.cademi.com.br/auth/login?redirect=%2Farea%2Fvitrine,16,0,auto_bookmark
61,165785,5/6/2024,17:06:47,accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=101910376158668530857,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=101910376158668530857,4,0,link
62,165785,5/6/2024,17:06:47,accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=101910376158668530857,https://accounts.google.com/o/oauth2/auth?client_id=823511539352-ojaretejk1s95sdvkic0te923pt7knpu.apps.googleusercontent.com&scope=https://www.googleapis.com/auth/drive%20https://www.googleapis.com/auth/drive.install&response_type=none+gsession&access_type=offline&redirect_uri=storagerelay://https/aistudio.google.com?id=auth12354&login_hint=101910376158668530857,4,0,link
63,165816,5/6/2024,17:05:11,Imersões | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersoes/aulas/aula-1-mergulhando-no-gemini-a-ia-do-google-c128,2,0,link
64,165767,5/6/2024,17:05:03,Imersão Inteligência Artificial 2ª Edição | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/imersao?utm_source=devzapp&utm_medium=whatsapp&utm_content=aula-01&utm_campaign=imersao-ia-google,4,1,typed
65,147182,5/6/2024,17:04:51,Dashboard | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/dashboard,15,5,form_submit
66,147433,5/6/2024,17:04:41,Login | Alura - Cursos online de tecnologia,https://cursos.alura.com.br/loginForm,14,0,link
67,165764,5/6/2024,17:04:34,Alura | Cursos online de Tecnologia,https://www.alura.com.br/,1,0,reload
68,151037,5/6/2024,17:04:11,Painel,https://ufprvirtual.ufpr.br/my/,155,17,form_submit
69,150940,5/6/2024,17:04:06,UFPR Virtual - o Moodle oficial: Acesso ao site,https://ufprvirtual.ufpr.br/login/index.php,127,0,reload
70,150940,5/6/2024,17:04:06,UFPR Virtual - o Moodle oficial: Acesso ao site,https://ufprvirtual.ufpr.br/login/index.php,127,0,reload
71,165765,5/6/2024,17:03:53,"A inteligência artificial está em tudo, não somente para aqueles que estão no código 🤖 | by Karla Mendes | May, 2024 | Medium",https://karlamendess.medium.com/a-intelig%C3%AAncia-artificial-est%C3%A1-em-tudo-n%C3%A3o-somente-para-aqueles-que-est%C3%A3o-no-c%C3%B3digo-8af3e069216d,2,0,reload
72,165773,5/6/2024,17:03:49,Imersão IA [Guia de Mergulho],https://grupoalura.notion.site/Imers-o-IA-Guia-de-Mergulho-41ae5fadd8fd47899167a115e96244d9#ebc1d1d315b442299c5b94ea97269fbb,2,0,reload
73,165814,5/6/2024,17:03:44,Untitled prompt | Google AI Studio,https://aistudio.google.com/app/prompts/new_chat?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,1,0,link
74,165813,5/6/2024,17:03:41,Google AI Studio,https://aistudio.google.com/app/prompts/new_chat/?utm_source=website&utm_medium=referral&utm_campaign=Alura&utm_content=,1,0,auto_toplevel
75,138948,5/6/2024,16:57:30,Análise de Inscrição e Renovação |,http://www.fac.df.gov.br/analise-de-inscricao-e-renovacao/,44,1,link
76,129134,5/6/2024,16:57:24,fac.df.gov.br,http://www.fac.df.gov.br/,65,42,typed
77,165810,5/6/2024,16:41:32,Download file | iLovePDF,https://www.ilovepdf.com/download/ql9A0q9p82zzc0gnntyygkcx192y4pdkvf8895v8qcyt36km1m6nqcnz4xr26tzs0dy58A0fw4rs8k2rg76qc3qszvyfpnrf9w8hnqydzhhbAAnhzbl10xl41yzf7z64mpbrxrtb0k62s9hdsvfxdj2rfzmc6vbs9l11hbwwxqxn3rAfh4hq/35,1,0,link
78,159440,5/6/2024,16:40:34,Merge PDF files online. Free service to merge PDF,https://www.ilovepdf.com/merge_pdf,3,0,link
79,159436,5/6/2024,16:40:00,iLovePDF | Online PDF tools for PDF lovers,https://www.ilovepdf.com/,5,3,typed
80,159440,5/6/2024,16:39:58,Merge PDF files online. Free service to merge PDF,https://www.ilovepdf.com/merge_pdf,3,0,link
81,159436,5/6/2024,16:39:27,iLovePDF | Online PDF tools for PDF lovers,https://www.ilovepdf.com/,5,3,typed
82,133581,5/6/2024,16:20:11,MyPlace,https://rh.benner.com.br/RHWEB/rh/e/Colaborador/Home/home.aspx?i=HOME&m=QUI_HOME,85,0,link
